"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
"The Lehman College Student Child Care Center Inc","13-3251014","2017-07-01","2018-06-30","1986","2017","990","250 Bedford Park Blvd W","","Bronx","NY","Bronx",="10468","718-960-8241","WWW.LEHMAN.EDU/CHILD-CARE-CENTER/","501(c)(3) Public Charity","Education","","","P33 (Child Day Care)","624410","8351","","N","","EFPR GROUP CPAS PLLC","http://www.guidestar.org/profile/13-3251014","http://www.guidestar.org/FinDocuments/2018/133/251/2018-133251014-10b5e1da-9.pdf","$922,768","$260,888","$78,822","$815,140","","","$815,140","$948,895","$948,895","$1,707","$730,489","$729,381","","","$216,699","$107,628","$0","","$974,027","$857,812","$116,215","$0","$10,525","","","$15,715","","","$2,400","","","","JOSEPH MAGDALENO","","","","","0"
"Bmcc Early Childhood Center","13-3251186","2018-07-01","2019-06-30","1986","2018","990","199 Chambers St","","New York","NY","New York",="10007","212-220-8250","N/A","501(c)(3) Public Charity","Child care","","","P33 (Child Day Care)","624410","8351","","N","","EFPR GROUP CPAS PLLC","http://www.guidestar.org/profile/13-3251186","http://www.guidestar.org/FinDocuments/2019/133/251/2019-133251186-17128148-9.pdf","$2,916,878","$1,480,832","$1,142,868","$2,898,082","","","","$1,258,749","$1,258,749","$19,129","$977,336","$977,327","","","$259,009","$18,796","$0","","$1,099,924","$1,017,684","$82,240","$0","$13,405","$5,576","","$21,705","","","$1,765","$19,363","","","DR EMILY ANDERSON","","","","","31"
"Roosevelt Island Disabled Association Inc","13-3251193","2017-10-01","2018-09-30","1985","2017","990EZ","546 Main St # 3fl","","New York","NY","New York",="10044","718-772-3005","FDRHOPEMEMORIAL.ORG","501(c)(3) Public Charity","Special population support","","","P80 (Services to Promote the Independence of Specific Populations)","624120","8322","","","","SKODY SCOT & CO CPAS PC","http://www.guidestar.org/profile/13-3251193","http://www.guidestar.org/FinDocuments/2018/133/251/2018-133251193-10758386-Z.pdf","$50,392","$50,392","","$50,392","","","","$33,373","$33,373","","$33,333","","","","","$0","","","$26,010","","","","","","","","","","","","$849","","","","","","",""
"PTA New York Congress","13-3251429","","","1954","","","336nbroadway","","Uppernyack","NY","Rockland",="10960","","","501(c)(3) Public Charity","Parent-teacher involvement","","","B94 (Parent Teacher Group)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3251429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Elevator Constructors Union Local 1 Scholarship Fund","13-3251442","2018-01-01","2018-12-31","1988","2018","990PF","4724 27th St","","Long Island City","NY","Queens",="11101","718-767-7004","","501(c)(3) Private Nonoperating Foundation","Education","","","B82 (Scholarships, Student Financial Aid, Awards)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3251442","http://www.guidestar.org/FinDocuments/2017/133/251/2017-133251442-0f40231e-F.pdf","$79,289","$79,289","","-$1,109","","","","$37,399","$37,399","$158","$20,000","","","","","$80,398","","","$20,058","","","","","","","","","","","","","","","","","","",""
"Gateway Parents Association Inc","13-3252781","","","1985","","","211 W 61st St","","New York","NY","New York",="10023","","","501(c)(3) Public Charity","Parent-teacher involvement","","","B94 (Parent Teacher Group)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3252781","http://www.guidestar.org/FinDocuments/2010/133/252/2010-133252781-0741cc5f-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Avi Chai Foundation","13-3252800","2018-01-01","2018-12-31","1985","2018","990PF","1015 Park Ave","","New York","NY","New York",="10028","212-396-8850","","501(c)(3) Private Nonoperating Foundation","Education","","","B82 (Scholarships, Student Financial Aid, Awards)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3252800","http://www.guidestar.org/FinDocuments/2018/133/252/2018-133252800-116987b7-F.pdf","$389,376,078","$49,524,302","$121,438,231","$376,455,337","","","","$15,014,448","$16,753,009","$14,841,566","$25,988,047","","","","","$12,920,741","","","$34,739,304","","","","$57,800","","","","","","$90,773","$2,516,368","","","","","","","",""
"Better Life Enterprises for the Blind","13-3252907","","","1985","","","14612 Grenainde Dr Ste 3","","Tampa","FL","Hillsborough",="33613","","","501(c)(3) Public Charity","Special population support","","","P86 (Blind/Visually Impaired Centers, Services)","624120","8322","","","","","http://www.guidestar.org/profile/13-3252907","http://www.guidestar.org/FinDocuments/2001/133/252/2001-133252907-1-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Global Leadership Institute","13-3253314","","","1985","","","6117 190th St Ste 207","","Fresh Meadows","NY","Queens",="11365","","","501(c)(3) Public Charity","Human rights","","","Q70 (International Human Rights)","813311","8399","","","","","http://www.guidestar.org/profile/13-3253314","http://www.guidestar.org/FinDocuments/2001/133/253/2001-133253314-1-9.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Stephen House Inc","13-3253604","","","1985","","","634 Manida St","","Bronx","NY","Bronx",="10474","","","501(c)(3) Private Nonoperating Foundation","Shelter and residential care","","","L99 (Other Housing, Shelter N.E.C.)","624229","8322","","","","","http://www.guidestar.org/profile/13-3253604","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Childesign the National Center On Design for Children Inc","13-3259409","","","1990","","","17 E 70th St","","New York","NY","New York",="10021","","","501(c)(3) Public Charity","Youth services","","","P30 (Children's and Youth Services)","624110","8322","","","","","http://www.guidestar.org/profile/13-3259409","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"American Associates of the Interntl Center for University Tchg Jewish Civ, Inc.","13-3259425","","","1987","","","317 Madison Ave Ste 1410","","New York","NY","New York",="10017","","","501(c)(3) Public Charity","Education","","","B19 (Nonmonetary Support N.E.C.)","813219","8399","","","","","http://www.guidestar.org/profile/13-3259425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Advertising Club of New York Foundation Inc","13-3263470","2018-01-01","2018-12-31","1985","2018","990","989 Avenue of The Americas Fl 7","","New York","NY","New York",="10018","212-533-8080","WWW.THEADVERTISINGCLUB.ORG/FOUNDATION","501(c)(3) Public Charity","Education","","","B82 (Scholarships, Student Financial Aid, Awards)","813410","8641","8699","N","","SPIELMAN KOENIGSBERG & PARKER LLP","http://www.guidestar.org/profile/13-3263470","http://www.guidestar.org/FinDocuments/2018/133/263/2018-133263470-17061291-9.pdf","$1,198,940","$493,330","$330,039","$1,158,332","","","$1,158,332","$594,950","$619,181","$21,802","$488,896","","$10,000","","$72,165","$40,608","$0","","$235,324","$217,955","$17,369","$0","$14,000","","","","","","","","","","GINA GRILLO","","","","","0"
"Staten Island Center for Independent Living Inc","13-3266398","2018-07-01","2019-06-30","1985","2018","990","470 Castleton Ave","","Staten Island","NY","Richmond",="10301","718-351-7040","N/A","501(c)(3) Public Charity","Independent living for people with disabilities","","","P80 (Services to Promote the Independence of Specific Populations)","624120","8322","","N","","JOSEPH M PANE CPA","http://www.guidestar.org/profile/13-3266398","http://www.guidestar.org/FinDocuments/2018/133/266/2018-133266398-10741f04-9.pdf","$717,651","$352,843","","$588,054","$22,487","","$565,567","$577,329","$601,171","$614","$574,562","$566,493","$2,153","","","$129,597","$109,412","","$519,056","$340,074","$132,889","$46,093","","","","$23,774","$5,598","","","","","","ANNA WILLIAMS","","","","","14"
"Bikur Cholim Staten Island Inc","13-3267313","2018-01-01","2018-12-31","1992","2018","990","23 Niles Pl","","Staten Island","NY","Richmond",="10314","718-494-4343","N/A","501(c)(3) Public Charity","Patient social services","Human services","","E86 (Patient Services - Entertainment, Recreation)","621999","8099","","N","","Fred E Nussbaum CPA","http://www.guidestar.org/profile/13-3267313","http://www.guidestar.org/FinDocuments/2018/133/267/2018-133267313-17098802-9.pdf","$222,762","$80,156","","$147,000","","","","$507,967","$507,967","$339","$507,628","","","","","$75,762","$75,762","","$556,066","$536,600","$4,582","$14,884","","","","$1,053","","","","","","","Mindy Fried","","","","","0"
"Avenues For Justice, Inc.","13-3267496","2017-01-01","2017-12-31","1985","2017","990","100 Centre St Rm 1541","","New York","NY","New York",="10013","(212) 349-6381","www.avenuesforjustice.org","501(c)(3) Public Charity","Crime prevention","Youth development","Prison alternatives","I21 (Delinquency Prevention)","624110","8322","","N","","LOEB & TROPER LLP","http://www.guidestar.org/profile/13-3267496","http://www.guidestar.org/FinDocuments/2018/133/267/2018-133267496-11613258-9.pdf","$2,381,026","$1,307,838","$480,530","$2,331,862","$10,000","","$2,321,862","$1,520,279","$2,046,633","$27,922","$1,520,185","$42,003","-$42,120","","","$49,164","$0","","$1,525,572","$1,215,076","$208,664","$101,832","$58,008","","$21,929","$37,341","","","","$19,695","","$48,000","ANGEL RODRIGUEZ","Mr. Angel Rodriguez ","Mr. Angel Rodriguez ","Executive Director","arodriguez@avenuesforjustice.org","12"
"Herbert Lehman College Association for Campus Activities Inc","13-3267572","2017-07-01","2018-06-30","1985","2017","990","250 Bedford Park Blvd W","","Bronx","NY","Bronx",="10468","718-960-8241","WWW.LEHMAN.CUNY.EDU","501(c)(3) Public Charity","Undergraduate education","Education services","","B80 (Student Services and Organizations)","611710","8299","8748","N","","EFPR GROUP CPAS PLLC","http://www.guidestar.org/profile/13-3267572","http://www.guidestar.org/FinDocuments/2018/133/267/2018-133267572-1141cb5f-9.pdf","$2,453,213","$709,414","$994,381","$2,148,986","","","","$2,526,015","$2,526,015","$4,692","$7,849","","","","$2,461,362","$304,227","$0","","$2,399,520","$2,104,541","$294,979","$0","$9,030","$40,709","$2,700","$73,322","","","$2,400","","","","JOSEPH MAGDALENO","","","","","117"
"Hope Program, Inc.","13-3268539","2017-07-01","2018-06-30","1985","2017","990","1 Smith St","","Brooklyn","NY","Kings",="11201","718-852-9307","http://www.thehopeprogram.org","501(c)(3) Public Charity","Job counseling","Employment","Human services","J21 (Vocational Counseling / Guidance / Testing)","624310","8331","","N","Y","MARKS PANETH LLP","http://www.guidestar.org/profile/13-3268539","http://www.guidestar.org/FinDocuments/2018/133/268/2018-133268539-10a59566-9.pdf","$4,218,999","$844,603","$1,170,523","$4,009,951","$625,382","$220,231","$3,164,338","$3,583,857","$3,653,158","$26,751","$3,588,604","$521,109","-$40,876","","","$209,048","$0","","$3,095,197","$2,123,456","$580,649","$391,092","","","$53,389","$32,892","","","","$16,409","","","JENNIFER MITCHELL","Ms. Margaret Spencer ","Ms. Barbara Edwards Delsman ","Executive Director","bedelsman@thehopeprogram.org","78"
"Metz Scholarship Trust","13-3271084","","","1986","","","4225 Executive Sq Ste 950","","La Jolla","CA","San Diego",="92037","","","501(c)(3) Private Nonoperating Foundation","Education","","","B82 (Scholarships, Student Financial Aid, Awards)","813410","8641","8699","","","","http://www.guidestar.org/profile/13-3271084","http://www.guidestar.org/FinDocuments/2011/133/271/2011-133271084-08716649-F.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"American College of Prosthodontists New York Section","13-3271089","","","1987","","","86 Hillcrest Rd","","Mount Vernon","NY","Westchester",="10552","","","501(c)(3) Public Charity","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/13-3271089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L H H Corporation","13-3272016","2018-01-01","2018-12-31","1987","2018","990","972 Brush Hollow Rd","","Westbury","NY","Nassau",="11590","516-321-6058","N/A","501(c)(3) Public Charity","Health","Human services","","T99 (Other Philanthropy, Voluntarism, and Grantmaking Foundations N.E.C.)","813219","8399","","N","","","http://www.guidestar.org/profile/13-3272016","http://www.guidestar.org/FinDocuments/2018/133/272/2018-133272016-17081178-9.pdf","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","","$0","MICHAEL J DOWLING","","","","","0"
"Wilson Major Morris Community Center Inc","13-3273604","2017-07-01","2018-06-30","1980","2017","990EZ","459 W 152nd St","","New York","NY","New York",="10031","212-234-4661","WWW.WMMCCINC.ORG","501(c)(3) Public Charity","Housing services","","","L80 (Other Housing Support Services)","624229","8322","","","","JOHN L HOWARD CPA PC","http://www.guidestar.org/profile/13-3273604","http://www.guidestar.org/FinDocuments/2018/133/273/2018-133273604-10d7e569-Z.pdf","$18,311","$18,311","","$15,933","","","","$99,969","$99,969","","$93,669","","$6,300","","","$2,378","","","$99,405","","","","","","","","","","","","","","","","","","",""
"The American Austrian Foundation Inc","13-3275103","2018-01-01","2018-12-31","1985","2018","990","150 E 42nd St Fl 32","","New York","NY","New York",="10017","212-856-1075","WWW.AAF-ONLINE.ORG","501(c)(3) Public Charity","Graduate and professional education","Goodwill promotion","","A23 (Cultural, Ethnic Awareness)","71","","","N","","BERNSTEIN ROSEN & COMPANY CPAS PC","http://www.guidestar.org/profile/13-3275103","http://www.guidestar.org/FinDocuments/2018/133/275/2018-133275103-17051817-9.pdf","$5,029,864","$871,053","$2,235,440","$4,535,505","$3,713,415","","$822,090","$3,287,754","$4,494,396","$94,127","$3,288,993","","-$85,729","","","$494,359","$0","","$2,069,908","$1,806,795","$263,113","$0","$21,460","","","$2,092","","","","","","","ROBERT WESSELY","","","","","3"
"Ohr Torah Stone Institutions of ISR Ael","13-3275531","2018-01-01","2018-12-31","1985","2018","990","49 W 45th St Ste 701","","New York","NY","New York",="10036","212-935-8672","Fred Ehrman","501(c)(3) Public Charity","Higher education","","","X30 (Jewish)","813110","8661","","N","N","Superior Consulting Services","http://www.guidestar.org/profile/13-3275531","http://www.guidestar.org/FinDocuments/2018/133/275/2018-133275531-11499b30-9.pdf","$2,329,046","$913,219","$0","$1,110,475","$139,034","$528,623","$442,818","$6,174,690","$6,311,135","$27,754","$6,207,976","","-$105,505","$0","$47,635","$1,218,571","$341,250","","$7,384,328","$6,111,917","$588,744","$683,667","$15,000","$104,143","$13,500","$4,349","$7,125","$0","$12,134","$0","","$159,222","","","","","","8"
