"Org Name","EIN","Current FY Start","Current FY End","Ruling Year","Form Year","Form Type","Address Line 1","Address Line 2","City","State","County",Zip,"Org Phone Number","Web Address","IRS Subsection","Subject Area 1","Subject Area 2","Subject Area 3","NTEE Code","NAICS Code","SIC Code1","SIC Code2","Audit Required?","Has filed 990T?","Paid Preparer Firm Name","Link to GS Profile Page","Link to most recent Form 990","Total Assets","Cash & Equivalent","Investments Securities","Net Assets","Temporarily Restricted Net Assets","Permanently Restricted Net Assets","Unrestricted Net Assets","Total Revenue","Gross Receipts","Investment Income","Total Contributions","Government Grants","Special Events","Sales","Program Services Revenue","Total Liabilities","Loans and Notes","Tax-Exempt Bond Liabilities","Total Expenses","Total Program Expenses","Total Administrative Expenses","Total Fundraising Expenses","Accounting Fees","Advertising Expenses","Information Technology Expenses","Insurance Expenses","Interest Expenses","Investment Management Fees","Legal Fees","Pension Plan Contributions   Employee Benefits","Printing and Publications","Professional Fundraising Expenses","Principal Officer","Org Leader","Primary Contact Name","Primary Contact Title","Primary Contact Email","Number of Employees"
"Cornerstone Day Care Center Inc","11-2164436","2018-07-01","2019-06-30","1975","2018","990","289 Lewis Ave","","Brooklyn","NY","Kings",="11221","718-574-4300","N/A","501(c)(3) Public Charity","Child care","","","P33 (Child Day Care)","624410","8351","","Y","N","Giovanniello Co","http://www.guidestar.org/profile/11-2164436","http://www.guidestar.org/FinDocuments/2018/112/164/2018-112164436-10f6e2c4-9.pdf","$16,267","$11,508","$0","-$36,371","","","-$36,371","$640,608","$640,608","$0","$517,853","$517,853","$0","$0","$122,755","$52,638","$0","","$718,929","$718,929","$0","$0","$6,000","$2,000","$4,073","$12,795","$0","$0","$25,500","$0","","$0","WAYNE BOYCE","","","","","11"
"American Federation of Teachers","11-2195641","2017-09-01","2018-08-31","1967","2017","990","393 Little East Neck Rd","","West Babylon","NY","Suffolk",="11704","631-587-0476","","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Education","","","B03 (Professional Societies & Associations)","813920","8621","","N","","Frank W. Massilio, CPA","http://www.guidestar.org/profile/11-2195641","http://www.guidestar.org/FinDocuments/2018/112/195/2018-112195641-104e00cd-9O.pdf","$320,384","$319,973","","$319,948","","","","$374,737","$374,737","$2,675","$372,062","","$0","$0","","$436","$0","","$417,240","","","","$1,750","","","$1,484","$8","","$29,524","","","","Robert Dellisola","","","","","1"
"Little League Baseball Inc","11-2196304","2016-10-01","2017-09-30","1967","2016","990","25 Spinner Ln","","Commack","NY","Suffolk",="11725","631-623-6306","csll.net","501(c)(3) Public Charity","Baseball and softball","","","N63 (Baseball, Softball (includes Little Leagues))","713990","7911","7993","N","N","DELBENE CPA","http://www.guidestar.org/profile/11-2196304","http://www.guidestar.org/FinDocuments/2017/112/196/2017-112196304-17117915-9.pdf","$74,232","$74,232","$0","$74,232","","","$74,232","$43,953","$43,953","$0","$0","","$0","$0","$43,953","$0","$0","","$81,417","$81,417","$0","$0","$1,350","$556","$0","$4,300","$0","$0","$75","$0","","$0","Kevin Tracey","","","","","0"
"Flushing Day Care Center Inc","11-2196556","2017-07-01","2018-06-30","1975","2017","990","3606 Prince St","","Flushing","NY","Queens",="11354","718-886-3135","","501(c)(3) Public Charity","Child care","","","P33 (Child Day Care)","624410","8351","","","","TORCHE ACCOUNTING SERVICES","http://www.guidestar.org/profile/11-2196556","http://www.guidestar.org/FinDocuments/2018/112/196/2018-112196556-104cd8f3-9.pdf","$139,451","$46,566","$0","$71,889","$4,007","","$67,882","$549,427","$549,427","$346","$548,163","$495,817","$918","$0","$0","$67,562","$0","","$546,184","$543,310","$2,874","$0","$33,000","$0","$2,836","$7,731","$0","$0","$0","$0","","$0","Ace Jang","","","","","10"
"Adult Education Hispanos Unidos De Park Slope","11-2197373","","","1972","","","315 8th St","","Brooklyn","NY","Kings",="11215","","","501(c)(3) Public Charity","Adult education","","","B60 (Adult, Continuing Education)","611699","7999","8299","","","","http://www.guidestar.org/profile/11-2197373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colony-South Brooklyn Houses Inc","11-2197984","2017-07-01","2018-06-30","1971","2017","990","297 Dean St","","Brooklyn","NY","Kings",="11217","718-625-3810","WWW.COLONYSOUTH.ORG","501(c)(3) Public Charity","Human services","","","P33 (Child Day Care)","624410","8351","","N","","PKF O'CONNOR DAVIES LLP","http://www.guidestar.org/profile/11-2197984","http://www.guidestar.org/FinDocuments/2018/112/197/2018-112197984-17027205-9.pdf","$2,227,340","$633,711","$355,483","$1,079,933","","$54,125","$1,025,808","$4,590,491","$4,629,838","$24,349","$4,472,839","$4,397,333","-$24,647","","$113,406","$1,147,407","$0","","$4,565,158","$4,145,368","$419,790","$0","$141,548","$12,175","","$74,802","","","","","","","ALICE B OWENS","","","","","90"
"William D Wernicoff Childrens Foundation of Esquire Lodge Inc","11-2200084","2018-01-01","2018-12-31","1970","2018","990","PO Box 668","","Bethpage","NY","Nassau",="11714","718-209-4000","","501(c)(3) Public Charity","Foundations","","","T20 (Private Grantmaking Foundations)","813211","6732","","N","","David M Wiener CPA","http://www.guidestar.org/profile/11-2200084","http://www.guidestar.org/FinDocuments/2018/112/200/2018-112200084-17129543-9.pdf","$188,364","$88,453","$99,911","$188,364","$0","$0","$188,364","$41,932","$72,571","$15,380","$7,897","$0","$18,655","","$0","$0","$0","$0","$14,090","$12,033","$2,057","$0","","$750","","$724","","","","","","","Barry Wiener","","","","","0"
"Jewish War Veterans of the United States of America Inc","11-2205991","","","1946","","","17731 Edgerton Rd","","Jamaica","NY","Queens",="11432","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Special population support","","","W30 (Military/Veterans' Organizations)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2205991","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manetto Hill Jewish Center","11-2208111","","","1971","","","244 Manetto Hill Rd","","Plainview","NY","Nassau",="11803","","","501(c)(3) Public Charity","Judaism","","","X30 (Jewish)","813110","8661","","","","","http://www.guidestar.org/profile/11-2208111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trinity Evangelical Lutheran Church","11-2208842","","","1941","","","9020 3rd Ave","","Brooklyn","NY","Kings",="11209","","","501(c)(3) Public Charity","Protestantism","","","X21 (Protestant)","813110","8661","","","","","http://www.guidestar.org/profile/11-2208842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Center Moriches Nursery School Inc","11-2241234","","","1973","","","PO Box 494","","Center Moriches","NY","Suffolk",="11934","","","501(c)(3) Public Charity","Early childhood education","","","B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)","624410","8351","","","","","http://www.guidestar.org/profile/11-2241234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Blanche Community Progress Day Care Center Inc","11-2243236","2018-07-01","2019-06-30","1977","2018","990","10960 202nd St","","Saint Albans","NY","Queens",="11412","718-471-7881","","501(c)(3) Public Charity","Education","Child welfare","Child care","P33 (Child Day Care)","624410","8351","","Y","","GRACE NKENKE CPA","http://www.guidestar.org/profile/11-2243236","http://www.guidestar.org/FinDocuments/2018/112/243/2018-112243236-10a39151-9.pdf","$481,932","$380,039","","$54,065","","","$54,065","$5,810,851","$5,810,851","","$5,453,217","$5,356,592","","","$355,483","$427,867","$0","","$5,844,678","$5,338,894","$505,784","$0","$0","$0","$0","$30,155","$0","$0","$0","$0","","","Fannie Jefferies","","","","","72"
"Organization for the Social Independence of the Physically Han","11-2243932","","","1972","","","2928 W 5th St Bldg 6a4h","","Brooklyn","NY","Kings",="11224","","","501(c)(3) Public Charity","Special population support","","","P80 (Services to Promote the Independence of Specific Populations)","624120","8322","","","","","http://www.guidestar.org/profile/11-2243932","http://www.guidestar.org/FinDocuments/2005/112/243/2005-112243932-01d999fc-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Friends of Bridge Inc","11-2243933","2018-01-01","2018-12-31","1972","2018","990","511 Pflug Place","","Valley Stream","NY","Nassau",="11580","516-825-4242","N/A","501(c)(3) Public Charity","Substance abuse treatment","","","B99 (Education N.E.C.)","611","","","N","","Joseph L Gil CPA PC","http://www.guidestar.org/profile/11-2243933","http://www.guidestar.org/FinDocuments/2018/112/243/2018-112243933-1109c261-9.pdf","$309,099","$17,376","","$267,060","","","$267,060","$639,784","$639,784","","$585,559","$442,533","","","$54,225","$42,039","$0","","$660,352","$566,376","$93,976","$0","$40,821","","","$16,624","","","","","","","James M Wyler","","","","","9"
"Hadar Hatorah Inc","11-2244809","2017-09-01","2018-08-31","1973","2017","990","824 Eastern Pkwy","","Brooklyn","NY","Kings",="11213","718-735-0200","","501(c)(3) Public Charity","Graduate and professional education","","","B50 (Graduate, Professional(Separate Entities))","611310","8221","","N","","J. GLIKSMAN CPA PC","http://www.guidestar.org/profile/11-2244809","http://www.guidestar.org/FinDocuments/2018/112/244/2018-112244809-10f3c804-9.pdf","$632,615","$55,434","","-$2,665,628","","","","$551,843","$551,843","$313","$551,530","","","","","$3,298,243","$155,247","","$598,774","$471,739","$121,507","$5,528","","$1,823","$270","$923","","","","","","","RABBI SHLOMO ABROMOWITZ","","","","","20"
"Putnam Day Care Center","11-2244883","2010-07-01","2011-06-30","1976","2010","990","706 Quincy St","","Brooklyn","NY","Kings",="11221","718-453-5001","GLKPUTNAM@AOL.COM","501(c)(3) Public Charity","Child care","","","P33 (Child Day Care)","624410","8351","","N","","","http://www.guidestar.org/profile/11-2244883","http://www.guidestar.org/FinDocuments/2011/112/244/2011-112244883-084fa16e-9.pdf","$0","","$0","$0","","","","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","","","MELBA MEEKINS","","","","","0"
"Fire Island Synogogue","11-2245102","","","1978","","","PO Box 3","","Ocean Beach","NY","Suffolk",="11770","","","501(c)(3) Public Charity","Judaism","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-2245102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"John Edward Bruce Day Care Center Number 2","11-2246040","2011-07-01","2012-06-30","1975","2011","990","196 Albany Ave","","Brooklyn","NY","Kings",="11213","718-773-5794","","501(c)(3) Public Charity","Child care","","","P33 (Child Day Care)","624410","8351","","Y","","GRACE NKENKE CPA","http://www.guidestar.org/profile/11-2246040","http://www.guidestar.org/FinDocuments/2012/112/246/2012-112246040-097fb48f-9.pdf","$194,630","$4,136","","-$48,953","-$48,953","","","$563,019","$563,019","","$504,506","$504,506","","","$58,112","$243,583","$0","","$560,897","$554,044","$6,853","$0","$24,818","$0","$0","$0","$0","$0","$0","$0","","","Fredrick Bodie","","","","","14"
"Free & Accepted Masons of New York","11-2246872","","","1940","","","1348 E 64th St","","Brooklyn","NY","Kings",="11234","","http://www.nymasons.org/","501(c)(8) (Fraternal Beneficiary Societies)","Religion","","","X99 (Religion Related, Spiritual Development N.E.C.)","813110","8661","","","","","http://www.guidestar.org/profile/11-2246872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Edward R Trosin ","Mr Gilbert Savitzky ","Grand Secretary","grand_secretary@nymasons.org",""
"Council of Administrators & Supervisors 12 SASOC AFL-CIO","11-2250544","2018-07-01","2019-06-30","1974","2018","990","1300 Veterans Hwy Ste 330","","Hauppauge","NY","Suffolk",="11788","631-761-5451","CASINFO@CASLONGISLAND.COM","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","N","","KVLSM LLP","http://www.guidestar.org/profile/11-2250544","http://www.guidestar.org/FinDocuments/2018/112/250/2018-112250544-10a439d5-9O.pdf","$463,196","$279,216","$181,491","$463,196","","","$463,196","$872,363","$900,533","$4,736","","","","","$853,237","$0","$0","","$793,104","$568,726","$182,609","$41,769","$12,000","","$16,839","$49,713","","","$7,514","","","","ALBERT VOORNEVELD","","","","","2"
"American Postal Workers Union","11-2251124","2018-01-01","2018-12-31","1973","2018","990","PO Box 80184","","Brooklyn","NY","Kings",="11208","718-827-0219","N/A","501(c)(5) (Labor, Agricultural and Horticultural Organizations)","Organized labor","","","J40 (Labor Unions/Organizations)","813930","8631","","N","N","Schultheis & Panettieri LLP","http://www.guidestar.org/profile/11-2251124","http://www.guidestar.org/FinDocuments/2017/112/251/2017-112251124-0f30d511-9O.pdf","$335,400","$217,377","$118,023","$334,478","","","$334,478","$790,603","$924,848","$4,034","$0","","$0","$0","$793,082","$922","$0","","$771,638","$0","$0","$0","$11,375","$0","$0","$11,730","$0","$1,078","$0","$0","","$0","","","","","","39"
"Deer Park Preschool Inc","11-2251512","","","1994","","","PO Box 2","","Deer Park","NY","Suffolk",="11729","","","501(c)(3) Public Charity","Early childhood education","","","B21 (Kindergarten, Nursery Schools, Preschool, Early Admissions)","624410","8351","","","","","http://www.guidestar.org/profile/11-2251512","http://www.guidestar.org/FinDocuments/2015/112/251/2015-112251512-0c8ea09e-Z.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Knights of Columbus","11-2253883","","","1940","","","2050 Depot Ln","","Cutchogue","NY","Suffolk",="11935","","","501(c)(8) (Fraternal Beneficiary Societies)","Business and industry","","","Y41 (Fraternal Beneficiary Societies)","813410","8641","8699","","","","http://www.guidestar.org/profile/11-2253883","http://www.guidestar.org/FinDocuments/2006/112/253/2006-112253883-02b2eaed-9O.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Brotherhood of Industrial Workers Health & Welfare Fund","11-2258149","","","1973","","","11211 Prosperity Farms Rd Ste B107","","Palm Beach Gardens","FL","Palm Beach",="33410","","","501(c)(9) (Employees Associations)","Education","","","B99 (Education N.E.C.)","611","","","","","","http://www.guidestar.org/profile/11-2258149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Southside United Housing Development Fund Corp","11-2268359","2018-01-01","2018-12-31","1973","2018","990","434 S 5th St","","Brooklyn","NY","Kings",="11211","(718) 387-3600","www.lossures.org","501(c)(3) Public Charity","Community improvement","Housing development","","S20 (Community, Neighborhood Development, Improvement)","531110","6513","6514","N","Y","COHNREZNICK LLP","http://www.guidestar.org/profile/11-2268359","http://www.guidestar.org/FinDocuments/2018/112/268/2018-112268359-17087238-9.pdf","$6,636,965","$1,070,151","$22,632","$5,526,870","$800,000","","$4,726,870","$3,812,420","$3,859,204","$2,829","$1,321,494","$798,009","-$30,384","","$2,330,179","$1,110,095","$0","","$3,863,710","$3,287,018","$576,692","$0","$28,132","","","$25,801","$56","","$4,244","","","","JUAN RAMOS","Ramon Peguero ","Ms. Monica Duran Southside United HDFC","Director of Program and Fund Development","mduran@lossures.org","47"
"Nivevah Beach Property Owners Association Inc","11-2277440","","","1974","","","PO Box 391","","Sag Harbor","NY","Suffolk",="11963","","","501(c)(4) (Civic Leagues and Social Welfare Organizations)","Housing development","","","L50 (Housing Owners, Renters Organizations)","813990","6531","8641","","","","http://www.guidestar.org/profile/11-2277440","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Queens Museum of Art New York City Building","11-2278998","2017-07-01","2018-06-30","1972","2017","990","Flushing Meadow Park","","Flushing","NY","Queens",="11368","718-592-9700","WWW.QUEENSMUSEUM.ORG","501(c)(3) Public Charity","Arts and culture","Art museums","","A51 (Art Museums)","712110","8412","","N","Y","PKF O'CONNOR DAVIES LLP","http://www.guidestar.org/profile/11-2278998","http://www.guidestar.org/FinDocuments/2018/112/278/2018-112278998-10e032d5-9.pdf","$40,552,218","$712,737","$785,164","$40,270,967","$39,307,529","$543,039","$420,399","$5,518,473","$6,332,621","$13,230","$5,283,976","$2,749,890","-$67,194","","$344,351","$281,251","$0","","$6,312,761","$4,683,337","$1,338,913","$290,511","$15,500","$11,857","$7,205","$11,422","","","","$201,930","","$17,000","SALLY TALLANT","","","","","148"
